"","folio","fecha_creacion","hora_creacion","dia_semana","fecha_cierre","hora_cierre","incidente_c4","delegacion_inicio","latitud","longitud","codigo_cierre","clas_con_f_alarma","tipo_entrada","delegacion_cierre","ano","mes"
"1409","C5/210204/02450","04/02/2021",13:23:10,"Jueves","04/02/2021",13:32:38,"accidente-choque sin lesionados","BENITO JUAREZ",19.39247001,-99.17166996,"D","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"1410","C5/210204/02453","04/02/2021",13:24:06,"Jueves","04/02/2021",13:32:44,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.43784,-99.11439,"N","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1411","C5/210204/02454","04/02/2021",13:24:08,"Jueves","04/02/2021",14:00:15,"accidente-choque sin lesionados","IZTAPALAPA",19.35663003,-99.08655984,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1412","C5/210204/02459","04/02/2021",13:25:23,"Jueves","04/02/2021",13:47:31,"lesionado-atropellado","COYOACAN",19.34124003,-99.13749984,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"1413","C5/210204/02470","04/02/2021",13:27:23,"Jueves","04/02/2021",13:30:28,"accidente-choque con lesionados","IZTAPALAPA",19.36577997,-99.00669996,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1414","C5/210204/02496","04/02/2021",13:30:57,"Jueves","04/02/2021",13:58:15,"accidente-choque sin lesionados","XOCHIMILCO",19.24034004,-99.08632008,"N","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1415","C5/210204/02614","04/02/2021",13:50:51,"Jueves","04/02/2021",14:06:34,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.51506999,-99.16115004,"N","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1416","C5/210204/02633","04/02/2021",13:55:20,"Jueves","04/02/2021",14:45:12,"accidente-choque sin lesionados","XOCHIMILCO",19.27394001,-99.12003012,"N","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1417","C5/210204/02637","04/02/2021",13:56:01,"Jueves","04/02/2021",14:31:40,"accidente-volcadura","CUAJIMALPA",19.310207,-99.331909,"N","EMERGENCIA","LLAMADA DEL 911","CUAJIMALPA",2021,2
"1418","C5/210204/02683","04/02/2021",14:07:13,"Jueves","04/02/2021",17:17:07,"accidente-choque con lesionados","CUAUHTEMOC",19.45883997,-99.15810012,"A","URGENCIAS MEDICAS","RADIO","CUAUHTEMOC",2021,2
"1419","C5/210204/02774","04/02/2021",14:22:14,"Jueves","04/02/2021",21:58:30,"accidente-choque sin lesionados","TLAHUAC",19.30302999,-99.05604012,"D","EMERGENCIA","LLAMADA DEL 911","TLAHUAC",2021,2
"1420","C5/210204/02705","04/02/2021",14:12:02,"Jueves","04/02/2021",16:10:16,"accidente-choque con lesionados","CUAUHTEMOC",19.43607996,-99.14055984,"A","URGENCIAS MEDICAS","RADIO","CUAUHTEMOC",2021,2
"1421","C5/210204/02711","04/02/2021",14:12:46,"Jueves","04/02/2021",16:13:25,"accidente-ciclista","BENITO JUAREZ",19.39538997,-99.14963004,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"1422","C5/210204/02712","04/02/2021",14:13:16,"Jueves","04/02/2021",14:17:14,"accidente-ciclista","BENITO JUAREZ",19.39545,-99.15028992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"1423","C5/210204/02718","04/02/2021",14:13:48,"Jueves","04/02/2021",15:18:26,"accidente-choque con lesionados","BENITO JUAREZ",19.39564998,-99.18131004,"A","URGENCIAS MEDICAS","RADIO","BENITO JUAREZ",2021,2
"1424","C5/210204/02724","04/02/2021",14:14:45,"Jueves","04/02/2021",14:37:46,"accidente-choque con lesionados","BENITO JUAREZ",19.40148999,-99.15849,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"1425","C5/210204/02749","04/02/2021",14:17:50,"Jueves","04/02/2021",14:38:20,"accidente-motociclista","BENITO JUAREZ",19.36193004,-99.18493992,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"1426","C5/210204/02755","04/02/2021",14:19:28,"Jueves","04/02/2021",18:11:15,"accidente-choque sin lesionados","ALVARO OBREGON",19.34379999,-99.24150996,"A","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1427","C5/210204/02772","04/02/2021",14:21:42,"Jueves","04/02/2021",14:36:33,"lesionado-atropellado","IZTAPALAPA",19.37658996,-99.03794004,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1428","C5/210204/02841","04/02/2021",14:38:45,"Jueves","04/02/2021",16:09:02,"accidente-ciclista","BENITO JUAREZ",19.39538997,-99.14963004,"D","URGENCIAS MEDICAS","RADIO","BENITO JUAREZ",2021,2
"1429","C5/210204/02909","04/02/2021",14:51:19,"Jueves","04/02/2021",16:05:53,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.44757998,-99.10806012,"N","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1430","C5/210204/03039","04/02/2021",15:15:01,"Jueves","04/02/2021",17:29:25,"accidente-choque sin lesionados","IZTAPALAPA",19.37469996,-99.01356012,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1431","C5/210204/03058","04/02/2021",15:17:19,"Jueves","04/02/2021",19:34:38,"accidente-choque sin lesionados","IZTAPALAPA",19.322163,-99.0961,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1432","C5/210205/01887","05/02/2021",10:54:55,"Viernes","05/02/2021",14:09:28,"lesionado-atropellado","CUAUHTEMOC",19.44450999,-99.14253984,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1433","C5/210205/03158","05/02/2021",14:56:20,"Viernes","05/02/2021",15:49:13,"accidente-choque sin lesionados","MILPA ALTA",19.19774997,-99.05267988,"N","EMERGENCIA","LLAMADA DEL 911","MILPA ALTA",2021,2
"1434","C5/210205/04367","05/02/2021",18:10:12,"Viernes","05/02/2021",18:15:21,"accidente-choque sin lesionados","ALVARO OBREGON",19.38303,-99.23613984,"D","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1435","BJ/210205/03723","05/02/2021",16:27:14,"Viernes","05/02/2021",16:35:37,"accidente-choque con lesionados","COYOACAN",19.351551,-99.15138,"D","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","COYOACAN",2021,2
"1436","C5/210205/01897","05/02/2021",10:56:50,"Viernes","05/02/2021",11:14:46,"lesionado-atropellado","CUAUHTEMOC",19.44450999,-99.14253984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1437","C5/210205/03161","05/02/2021",14:57:15,"Viernes","05/02/2021",14:59:08,"accidente-ciclista","AZCAPOTZALCO",19.46898999,-99.17673012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"1438","BJ/210205/04146","05/02/2021",17:36:21,"Viernes","05/02/2021",17:45:22,"accidente-choque con lesionados","COYOACAN",19.317522,-99.164952,"D","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","COYOACAN",2021,2
"1439","C5/210205/01918","05/02/2021",11:01:08,"Viernes","05/02/2021",11:12:08,"accidente-choque sin lesionados","IZTACALCO",19.39775004,-99.07530012,"D","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1440","C5/210205/04381","05/02/2021",18:12:50,"Viernes","05/02/2021",20:15:38,"accidente-choque sin lesionados","IZTACALCO",19.40492997,-99.07106004,"A","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1441","BJ/210205/04562","05/02/2021",18:45:13,"Viernes","05/02/2021",18:49:01,"accidente-choque con lesionados","COYOACAN",19.29997,-99.155408,"D","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","COYOACAN",2021,2
"1442","BJ/210205/05115","05/02/2021",20:02:20,"Viernes","05/02/2021",20:06:31,"accidente-choque con lesionados","COYOACAN",19.318969,-99.163735,"D","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","COYOACAN",2021,2
"1443","C5/210205/06751","05/02/2021",23:19:12,"Viernes","05/02/2021",23:25:16,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.55462004,-99.13619988,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1444","C5/210205/06752","05/02/2021",23:20:35,"Viernes","05/02/2021",23:38:00,"accidente-choque con lesionados","XOCHIMILCO",19.25586,-99.06104016,"N","URGENCIAS MEDICAS","RADIO","XOCHIMILCO",2021,2
"1445","C5/210205/03189","05/02/2021",15:02:26,"Viernes","05/02/2021",16:24:37,"accidente-choque con lesionados","ALVARO OBREGON",19.33687998,-99.23010012,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1446","C5/210205/03211","05/02/2021",15:06:46,"Viernes","05/02/2021",15:12:12,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.51900002,-99.13768992,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1447","C5/210205/03192","05/02/2021",15:03:25,"Viernes","05/02/2021",15:53:42,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.51909002,-99.13599,"A","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1448","CH/210205/04044","05/02/2021",17:15:07,"Viernes","05/02/2021",17:42:13,"lesionado-atropellado","CUAUHTEMOC",19.458368,-99.141425,"N","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","CUAUHTEMOC",2021,2
"1449","C5/210205/04410","05/02/2021",18:17:37,"Viernes","05/02/2021",18:21:05,"accidente-choque con lesionados","IZTACALCO",19.39731003,-99.07269012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"1450","C5/210205/04412","05/02/2021",18:15:46,"Viernes","05/02/2021",18:33:58,"accidente-choque sin lesionados","CUAUHTEMOC",19.40308002,-99.13434012,"N","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1451","C5/210205/05333","05/02/2021",20:36:05,"Viernes","05/02/2021",20:43:00,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.44459,-99.08890992,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1452","BJ/210205/05428","05/02/2021",20:50:01,"Viernes","05/02/2021",21:06:23,"accidente-choque sin lesionados","COYOACAN",19.32811,-99.109804,"A","EMERGENCIA","BOTÓN DE AUXILIO","COYOACAN",2021,2
"1453","BJ/210205/06643","05/02/2021",23:10:28,"Viernes","05/02/2021",23:14:01,"accidente-choque sin lesionados","BENITO JUAREZ",19.384043,-99.147668,"D","EMERGENCIA","BOTÓN DE AUXILIO","BENITO JUAREZ",2021,2
"1454","C5/210205/00020","05/02/2021",00:03:50,"Viernes","05/02/2021",00:15:52,"accidente-volcadura","AZCAPOTZALCO",19.46508003,-99.14312988,"D","EMERGENCIA","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"1455","C5/210205/01951","05/02/2021",11:05:03,"Viernes","05/02/2021",11:11:42,"accidente-choque sin lesionados","TLALPAN",19.27229004,-99.20602008,"D","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"1456","C5/210205/01961","05/02/2021",11:09:33,"Viernes","05/02/2021",12:57:20,"accidente-motociclista","GUSTAVO A. MADERO",19.52391996,-99.15851988,"A","URGENCIAS MEDICAS","RADIO","GUSTAVO A. MADERO",2021,2
"1457","C5/210205/01985","05/02/2021",11:14:20,"Viernes","05/02/2021",12:55:55,"accidente-motociclista","CUAUHTEMOC",19.43441001,-99.15818004,"A","URGENCIAS MEDICAS","REDES","CUAUHTEMOC",2021,2
"1458","C5/210205/01992","05/02/2021",11:14:34,"Viernes","05/02/2021",11:32:54,"accidente-motociclista","TLALPAN",19.27546002,-99.16461,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"1459","C5/210205/06801","05/02/2021",23:24:02,"Viernes","05/02/2021",23:31:13,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.55462004,-99.13619988,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1460","C5/210205/06806","05/02/2021",23:25:28,"Viernes","05/02/2021",23:31:33,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.55462004,-99.13619988,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1461","C5/210205/04422","05/02/2021",18:18:40,"Viernes","05/02/2021",18:21:29,"accidente-choque con lesionados","IZTACALCO",19.3968,-99.07281,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"1462","C5/210205/04435","05/02/2021",18:20:22,"Viernes","05/02/2021",18:23:55,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.45690002,-99.20032992,"D","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1463","C5/210205/04437","05/02/2021",18:23:19,"Viernes","05/02/2021",21:00:02,"accidente-choque con lesionados","CUAUHTEMOC",19.41580998,-99.17003016,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1464","C5/210205/04925","05/02/2021",19:34:48,"Viernes","05/02/2021",19:54:03,"lesionado-atropellado","CUAUHTEMOC",19.44635004,-99.15333984,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1465","C5/210205/04932","05/02/2021",19:36:37,"Viernes","05/02/2021",19:38:07,"accidente-choque sin lesionados","XOCHIMILCO",19.25319996,-99.05619996,"D","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1466","C5/210205/04935","05/02/2021",19:36:07,"Viernes","05/02/2021",19:38:34,"lesionado-atropellado","CUAUHTEMOC",19.446937,-99.152784,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1467","C5/210205/04936","05/02/2021",19:36:40,"Viernes","05/02/2021",19:39:22,"lesionado-atropellado","CUAUHTEMOC",19.44635004,-99.15333984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1468","C5/210205/04942","05/02/2021",19:38:10,"Viernes","05/02/2021",20:36:38,"lesionado-atropellado","CUAUHTEMOC",19.40999004,-99.13736016,"A","URGENCIAS MEDICAS","RADIO","CUAUHTEMOC",2021,2
"1469","C5/210204/04212","04/02/2021",18:38:29,"Jueves","05/02/2021",00:01:01,"lesionado-atropellado","CUAJIMALPA",19.3266,-99.32864004,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAJIMALPA",2021,2
"1470","C5/210205/04442","05/02/2021",18:23:31,"Viernes","05/02/2021",18:28:02,"accidente-choque sin lesionados","CUAJIMALPA",19.36094004,-99.28019016,"D","EMERGENCIA","LLAMADA DEL 911","CUAJIMALPA",2021,2
"1471","C5/210205/04451","05/02/2021",18:25:34,"Viernes","05/02/2021",19:50:18,"accidente-choque con lesionados","AZCAPOTZALCO",19.49650002,-99.18519984,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"1472","C5/210205/04467","05/02/2021",18:28:55,"Viernes","05/02/2021",18:32:19,"accidente-motociclista","ALVARO OBREGON",19.38303,-99.23613984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1473","C5/210205/01997","05/02/2021",11:17:05,"Viernes","05/02/2021",11:50:08,"accidente-motociclista","ALVARO OBREGON",19.36868004,-99.22282992,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1474","C5/210205/02009","05/02/2021",11:19:23,"Viernes","05/02/2021",13:28:18,"accidente-choque sin lesionados","IZTAPALAPA",19.33306002,-99.10836,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1475","C5/210205/02046","05/02/2021",11:24:59,"Viernes","05/02/2021",11:46:55,"accidente-motociclista","ALVARO OBREGON",19.35964998,-99.20658996,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1476","C5/210205/02049","05/02/2021",11:25:30,"Viernes","05/02/2021",12:27:05,"accidente-motociclista","ALVARO OBREGON",19.36641996,-99.20486016,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1477","C5/210205/02101","05/02/2021",11:37:54,"Viernes","05/02/2021",14:06:02,"accidente-choque sin lesionados","TLALPAN",19.10889626,-99.19488012,"A","EMERGENCIA","RADIO","TLALPAN",2021,2
"1478","C5/210205/06887","05/02/2021",23:32:43,"Viernes","05/02/2021",23:39:48,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47328002,-99.12160008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1479","C5/210205/06941","05/02/2021",23:38:52,"Viernes","05/02/2021",23:47:47,"accidente-choque sin lesionados","IZTACALCO",19.40897997,-99.0765,"D","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1480","C5/210205/06976","05/02/2021",23:42:25,"Viernes","05/02/2021",23:47:55,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.44893997,-99.11064996,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1481","C5/210205/06980","05/02/2021",23:43:05,"Viernes","05/02/2021",23:59:19,"accidente-choque sin lesionados","BENITO JUAREZ",19.36221003,-99.18281016,"N","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1482","C5/210205/03257","05/02/2021",15:15:51,"Viernes","05/02/2021",16:12:12,"accidente-choque sin lesionados","CUAJIMALPA",19.38267999,-99.27865008,"N","EMERGENCIA","LLAMADA DEL 911","CUAJIMALPA",2021,2
"1483","C5/210205/03265","05/02/2021",15:17:22,"Viernes","05/02/2021",15:29:21,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.42955001,-99.12287016,"N","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1484","C5/210205/03290","05/02/2021",15:21:14,"Viernes","05/02/2021",15:24:13,"accidente-choque sin lesionados","CUAUHTEMOC",19.44630999,-99.15310008,"D","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1485","C5/210205/03299","05/02/2021",15:22:52,"Viernes","05/02/2021",15:33:45,"lesionado-atropellado","COYOACAN",19.33048998,-99.14351004,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"1486","C5/210205/03331","05/02/2021",15:27:30,"Viernes","05/02/2021",16:03:19,"accidente-motociclista","CUAUHTEMOC",19.43514999,-99.16346016,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1487","C5/210205/03353","05/02/2021",15:32:24,"Viernes","05/02/2021",17:18:50,"accidente-choque sin lesionados","AZCAPOTZALCO",19.47843,-99.18698004,"N","EMERGENCIA","RADIO","IZTACALCO",2021,2
"1488","C5/210205/03376","05/02/2021",15:34:19,"Viernes","05/02/2021",16:03:17,"accidente-choque sin lesionados","IZTAPALAPA",19.28847996,-99.06855012,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1489","GA/210205/00806","05/02/2021",04:57:30,"Viernes","05/02/2021",07:31:04,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.43585001,-99.11864988,"A","EMERGENCIA","RADIO","VENUSTIANO CARRANZA",2021,2
"1490","C5/210205/04957","05/02/2021",19:37:43,"Viernes","05/02/2021",21:32:14,"accidente-choque sin lesionados","XOCHIMILCO",19.27751004,-99.1179,"A","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1491","C5/210205/04961","05/02/2021",19:39:36,"Viernes","05/02/2021",20:55:37,"accidente-choque sin lesionados","IZTACALCO",19.40393997,-99.07819992,"A","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1492","C5/210205/04993","05/02/2021",19:43:45,"Viernes","05/02/2021",19:47:27,"accidente-choque sin lesionados","MILPA ALTA",19.17597996,-98.99760996,"D","EMERGENCIA","LLAMADA DEL 911","MILPA ALTA",2021,2
"1493","C5/210205/04998","05/02/2021",19:45:12,"Viernes","05/02/2021",20:03:01,"accidente-choque sin lesionados","IZTAPALAPA",19.32012999,-99.08408988,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1494","C5/210205/05002","05/02/2021",19:45:20,"Viernes","05/02/2021",19:48:20,"accidente-choque sin lesionados","XOCHIMILCO",19.25333001,-99.05005008,"D","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1495","C5/210205/05030","05/02/2021",19:49:08,"Viernes","05/02/2021",20:23:12,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.44459,-99.08890992,"N","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1496","C5/210205/05041","05/02/2021",19:50:40,"Viernes","05/02/2021",19:52:34,"accidente-choque sin lesionados","IZTAPALAPA",19.32012999,-99.08408988,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1497","C5/210205/05050","05/02/2021",19:51:49,"Viernes","05/02/2021",20:07:33,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.44549,-99.18282996,"N","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1498","C5/210205/04513","05/02/2021",18:33:44,"Viernes","05/02/2021",18:42:27,"accidente-choque sin lesionados","IZTAPALAPA",19.369417,-99.100977,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1499","C5/210205/04537","05/02/2021",18:40:39,"Viernes","05/02/2021",19:31:03,"accidente-motociclista","COYOACAN",19.29984003,-99.15558012,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"1500","C5/210205/04551","05/02/2021",18:43:34,"Viernes","05/02/2021",18:56:52,"accidente-choque con lesionados","COYOACAN",19.30122999,-99.15320988,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"1501","C5/210205/04557","05/02/2021",18:44:07,"Viernes","05/02/2021",18:47:33,"accidente-choque con lesionados","COYOACAN",19.30005999,-99.15516,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"1502","C5/210205/04574","05/02/2021",18:47:05,"Viernes","05/02/2021",18:50:35,"accidente-choque sin lesionados","IZTACALCO",19.39731003,-99.07269012,"D","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1503","C5/210205/04576","05/02/2021",18:47:00,"Viernes","05/02/2021",18:51:20,"accidente-choque con lesionados","IZTACALCO",19.40564997,-99.07074,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"1504","C5/210205/04578","05/02/2021",18:47:14,"Viernes","05/02/2021",19:22:12,"lesionado-atropellado","MAGDALENA CONTRERAS",19.31538996,-99.22559004,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","MAGDALENA CONTRERAS",2021,2
"1505","C5/210205/04595","05/02/2021",18:48:24,"Viernes","05/02/2021",18:59:15,"accidente-choque sin lesionados","CUAJIMALPA",19.365076,-99.27446,"N","EMERGENCIA","LLAMADA DEL 911","CUAJIMALPA",2021,2
"1506","C5/210205/04599","05/02/2021",18:49:37,"Viernes","05/02/2021",23:27:27,"accidente-choque sin lesionados","XOCHIMILCO",19.25333001,-99.05005008,"A","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1507","C5/210205/04607","05/02/2021",18:50:37,"Viernes","05/02/2021",21:45:00,"accidente-choque sin lesionados","AZCAPOTZALCO",19.47336003,-99.14784012,"A","EMERGENCIA","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"1508","C5/210205/04614","05/02/2021",18:51:59,"Viernes","05/02/2021",18:55:29,"accidente-choque sin lesionados","CUAJIMALPA",19.38267999,-99.27865008,"D","EMERGENCIA","LLAMADA DEL 911","CUAJIMALPA",2021,2
"1509","C5/210205/04628","05/02/2021",18:52:40,"Viernes","05/02/2021",19:27:45,"accidente-motociclista","IZTAPALAPA",19.32627996,-99.10040004,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1510","C5/210205/04646","05/02/2021",18:57:13,"Viernes","05/02/2021",18:59:37,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.45690002,-99.20032992,"D","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1511","C5/210205/04649","05/02/2021",18:48:34,"Viernes","05/02/2021",19:01:51,"accidente-choque sin lesionados","CUAJIMALPA",19.35771003,-99.27552996,"D","EMERGENCIA","LLAMADA DEL 911","CUAJIMALPA",2021,2
"1512","C5/210205/04650","05/02/2021",18:57:07,"Viernes","05/02/2021",19:49:54,"accidente-ciclista","TLAHUAC",19.299965,-99.044968,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","TLAHUAC",2021,2
"1513","C5/210205/04668","05/02/2021",18:59:49,"Viernes","05/02/2021",19:05:02,"accidente-ciclista","TLAHUAC",19.29927996,-99.04173012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","TLAHUAC",2021,2
"1514","C5/210205/02115","05/02/2021",11:42:40,"Viernes","05/02/2021",12:49:21,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47807,-99.11925,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1515","C5/210205/02140","05/02/2021",11:47:16,"Viernes","05/02/2021",11:48:29,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47825999,-99.11988,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1516","C5/210205/02141","05/02/2021",11:47:28,"Viernes","05/02/2021",11:48:52,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47807,-99.11925,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1517","C5/210205/02142","05/02/2021",11:48:22,"Viernes","05/02/2021",16:31:32,"lesionado-atropellado","CUAUHTEMOC",19.45314999,-99.13075992,"A","URGENCIAS MEDICAS","RADIO","CUAUHTEMOC",2021,2
"1518","C5/210205/02146","05/02/2021",11:48:30,"Viernes","05/02/2021",11:49:55,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47807,-99.11925,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1519","C5/210205/02147","05/02/2021",11:47:29,"Viernes","05/02/2021",11:52:07,"accidente-choque sin lesionados","IZTAPALAPA",19.34935002,-99.10675008,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1520","C5/210205/02167","05/02/2021",11:52:08,"Viernes","05/02/2021",13:55:04,"accidente-choque con lesionados","CUAUHTEMOC",19.42403004,-99.13758012,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1521","C5/210205/02170","05/02/2021",11:53:12,"Viernes","05/02/2021",12:05:49,"accidente-motociclista","CUAUHTEMOC",19.44054999,-99.15156,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
